CUST_CODE	CUST_FNAME	CUST_LNAME	CUST_STREET	CUST_CITY	CUST_STATE	CUST_ZIP	CUST_BALANCE	INV_DATE	INV_TOTAL	EMPLOYEE_ID	INV_NUM	LINE_NUM	PROD_SKU	LINE_QTY	LINE_PRICE
465	MARGOT	ANDRADE	1173 ECHO STREET	Pinebluff	NC	28373	1830.04	41398	277.04	84049	994	5	7158-LJP	4	11.99
466	BRITNEY	BOWERS	1562 ELLEN AVENUE	Pacolet	SC	29372	0	41473	239.9	84106	1710	2	7538-ITC	5	8.99
467	PHOEBE	MINER	830 DISCOVERY HEIGHTS CIRCLE	Olivia	NC	28368	0	41502	64.77	84420	1992	1	8523-UCB	3	21.59
468	LOTTIE	FIGUEROA	341 SOUTHWIND CIRCLE	Spring Hope	NC	27882	1359.91	41440	355.46	84364	1395	5	3610-RKR	3	18.59
469	GREGORY	BOYLE	485 JENNIFER CIRCLE	Elkland	PA	16920	103.47	41399	103.47	83593	1004	1	8207-YYG	3	34.49
470	JULIAN	SEYMOUR	147 CRABTREE LANE	Ashland	ME	4759	1141.85	41433	329.67	83850	1334	4	4153-VMO	1	17.79
471	PHYLISS	KANE	8 CHAFFEE CIRCLE	Portland	IN	47371	664.26	41442	6.58	84276	1410	1	3561-LYU	2	3.29
472	EVETTE	JAMISON	1283 MAX CIRCLE	Fort Myers	FL	33903	0	41632	74.95	83621	3232	1	7762-STV	5	14.99
473	SHASTA	AMOS	1852 LITTLE BEND CIRCLE	Ridgeway	CT	6905	647.42	41621	150.98	83878	3131	5	9268-RCB	2	13.99
474	KENYATTA	LEON	1690 PULLEN CIRCLE	Stryker	OH	43557	180.72	41400	180.72	84334	1020	2	7532-PYJ	5	21.99
475	STELLA	BASS	1547 EAST 17TH AVENUE	Pompano Beach	FL	33063	755.16	41412	295.4	84078	1128	3	2699-GNS	3	35.99
476	ODELL	HOPPER	1218 SHELLI DRIVE	Capels	WV	24820	0	41401	293.85	83820	1024	5	5250-JDL	4	13.99
477	RANDELL	SEGURA	827 CHARING CROSS CIRCLE	Camp Johnson	VT	5446	873.94	41634	324.81	83964	3252	2	1838-LZI	4	12.59
478	ZELLA	GOLDMAN	403 GENORA STREET	Saint Augustine Beach	FL	32086	1085.42	41495	380.26	83820	1928	6	4812-CMJ	1	9.99
479	CATHLEEN	WHITMAN	1712 NORTHFIELD DRIVE	Marshallville	GA	31057	834.83	41582	64.77	83734	2741	1	8523-UCB	3	21.59
480	CLARK	KIDD	506 EAST 71ST AVENUE	Blounts Creek	NC	27814	0	41637	203.62	83820	3287	6	7179-YXG	4	12.99
481	MILAN	PARRA	1152 HOME PLACE	Needmore	PA	17238	427.79	41440	233.49	83964	1396	6	6865-HAO	2	38.99
482	SEAN	VOGT	180 KNOWLES CIRCLE	Latrobe	PA	15650	451.09	41532	136.87	84049	2273	3	3036-PCT	3	3.99
483	DALIA	GOODMAN	1823 BEACHVIEW PLACE	Miami	FL	33013	1090.09	41569	203.91	83936	2631	2	5445-XOY	4	10.99
484	OLIVIA	CARMICHAEL	1204 MATTHEWS DRIVE	Orchard Hill	GA	30266	2400.29	41512	47.18	83763	2087	1	4465-QHD	2	23.59
485	DARLINE	VENTURA	1168 RICHARD EVELYN BYRD STREET	Pittston	PA	18641	774.43	41460	91.91	83677	1583	4	2116-PVN	1	12.99
486	LEE	MCGHEE	1135 DELRIDGE CIRCLE	Fairdale	PA	15320	1094.5	41486	233.9	83878	1832	3	1153-AWY	3	14.99
487	ROSENDO	REYNA	1009 HAMPSHIRE BOULEVARD	Gunter Afs-Eci	AL	36118	0	41609	41.18	84106	3016	1	4072-SWV	2	20.59
488	GLORY	REILLY	789 SUNSTONE CIRCLE	Tribes Hill	NY	12177	856.04	41546	159.87	84334	2400	5	9234-WCQ	1	13.99
489	MARINA	HILTON	1772 RHONE STREET	Jackson	PA	18825	1853.07	41547	275.44	83677	2415	5	1198-STR	2	23.59
490	VELIA	STERN	112 BETULA DRIVE	Fechtig	SC	29916	478.54	41655	196.71	84392	3453	3	8821-DDM	5	34.99
491	LAKEISHA	BRUCE	1792 INDIANA STREET	Fairdale	PA	15320	192.88	41589	94.95	84134	2814	3	5496-MRA	2	28.49
492	MOLLIE	STALLINGS	1149 HERITAGE PLACE	Union	WV	24983	0	41405	70.52	83792	1070	3	7627-HHI	5	11.59
493	SOPHIE	CRANDALL	1806 HIGHLAND PARK AVENUE	Needham Heights	MA	2194	1229.59	41650	178.29	84078	3406	5	2384-PGY	2	29.99
494	SHAMIKA	HAM	584 ESHAMY BAY DRIVE	Culpeper	VA	22701	0	41552	161.67	83936	2460	4	2231-OXK	4	7.59
495	DUDLEY	HAMMOND	1502 ENGLAND CIRCLE	Seney	MI	49883	95.33	41406	95.33	83906	1073	3	2584-CIJ	1	12.39
496	ANGELIA	RANKIN	447 GULF CIRCLE	Rochester	NY	14642	729.58	41621	105.85	84420	3130	2	9686-HQV	3	15.29
497	TERESITA	LOVE	1499 EASTHAVEN CIRCLE	Iron City	TN	38463	797.42	41490	449.82	83820	1869	5	8170-EKF	4	16.99
498	GERARD	HARE	1253 GALENA BAY LOOP	Soldier	KY	41173	1911.29	41591	329.26	84191	2834	6	4346-GCP	1	18.59
499	JERRI	BLAIR	489 BRIDGESTONE COURT	Adelphi	OH	43101	1101.57	41600	386.76	83649	2931	4	2996-VMO	4	23.59
500	DAMARIS	PAUL	310 SEAWIND DRIVE	Plantation	FL	33318	490.92	41593	396.11	84334	2859	6	8751-IOK	5	7.79
501	BRENDON	HARDEN	1242 BROWNIE DRIVE	Point Farm	VT	5458	506.87	41549	83.46	84334	2433	3	1153-AWY	1	14.99
502	ENRIQUE	KNUTSON	877 CHARLOTTE PLACE	Riverdale	MD	20797	658.7	41595	228.07	83850	2881	4	5980-BME	4	31.99
503	JEANNA	KAPLAN	1603 PORSCHE STREET	Brownstown	PA	17508	414.1	41553	261.43	84021	2471	6	1854-AFJ	1	22.59
504	EUNICE	LEBLANC	1104 MERRILL FIELD DRIVE	Spencer Mountain	NC	28054	2623.31	41641	77.98	83621	3328	1	2455-ZKN	2	38.99
505	EULALIA	SINGH	1876 WEST 73RD CIRCLE	Nelse	KY	41550	0	41440	82.35	84163	1398	2	5595-NYE	1	23.99
506	SUN	MCKENZIE	760 THIEL CIRCLE	Kings Grove	MD	21529	359.36	41491	179.41	84248	1892	2	2134-QFE	5	15.89
507	TREVA	YOUNG	1004 GRIZZLY LANE	Saint Marys	IN	46808	3081.46	41431	406.8	84306	1312	6	2046-RUS	1	25.99
508	WHITNEY	MCCARTY	554 KARLUK STREET	Tyringham	MA	1264	0	41574	137.13	83964	2680	3	5587-MNY	2	14.69
509	ELTON	DOOLEY	796 HILLSIDE WAY	Northfield	MA	1360	0	41446	197.14	84021	1457	6	5250-JDL	4	13.99
510	ZELDA	BATES	1078 WEST 71ST COURT	New Haven	IN	46774	1360.28	41495	106.94	83878	1933	3	5595-NYE	3	23.99
511	CHRISTEN	ASH	1817 MARY ESTHER DRIVE	Jacinto	MS	38865	0	41459	116.92	83649	1570	2	7538-ITC	3	8.99
512	JETTIE	CHURCH	1427 WINDFLOWER STREET	Oella	MD	21043	533.5	41457	403.38	83677	1560	6	2212-MNF	4	13.39
513	KURTIS	FUNK	1418 INLET PLACE	Marsh	PA	19520	0	41506	70.77	83964	2031	1	2996-VMO	3	23.59
514	JEANNETTE	JORDAN	1671 MAYWOOD CIRCLE	Ely	VT	5045	0	41592	184.29	83850	2846	3	3933-NSU	2	41.99
515	BLAINE	BLACKBURN	824 PUMA DRIVE	Albion	NJ	8009	643.14	41569	415.9	84134	2632	6	5541-HST	2	32.99
516	TERENCE	PAULSON	1828 STEWART MOUNTAIN DRIVE	Ewing Township	NJ	8628	0	41640	232.2	84134	3315	5	8571-CKP	3	17.79
517	DENVER	WOLFE	1519 SEWARD HIGHWAY	Pocono Summit	PA	18346	303.64	41550	296.66	84248	2441	5	7355-WBT	2	13.59
518	DANILO	SANCHEZ	884 FAWN COURT	Ashville	PA	16613	229	41412	229	84392	1132	6	8338-JZU	3	17.99
519	HANK	BERGMAN	1537 UPPER TERRACE STREET	East Salem	PA	17059	1061.58	41519	169.94	84134	2152	2	7658-HCW	1	19.99
520	NATHAN	NADEAU	433 SPRING COURT	Tampa	FL	33634	302.48	41413	302.48	83993	1140	4	2553-FSW	3	20.59
521	MELLISSA	WASHINGTON	1783 SIERRA MESA CIRCLE	Harrison	PA	16927	518.2	41511	72.97	84191	2077	2	3274-XJX	1	3.99
522	ALBERTA	LYON	276 LAVERNE PLACE	Welcome	NY	13810	390.13	41506	68.57	83677	2029	2	7224-FEU	1	43.99
523	JULIETA	BUSBY	1303 KASKANAK DRIVE	Mableton	GA	30059	819.11	41556	245.9	83850	2499	3	2046-RUS	2	25.99
524	LETHA	LONGORIA	827 SHARON GAGNON LANE	Raleigh	NC	27614	0	41542	217.32	84364	2369	3	3716-WZD	4	36.99
525	CLINTON	BOWDEN	1228 YELLOWSTONE DRIVE	Garrard	KY	40941	0	41414	219.5	83593	1152	3	5161-GIZ	5	13.99
526	NICK	STEIN	992 LOCARNO DRIVE	Cambra	PA	18611	681.3	41563	252.68	83537	2567	5	1403-TUY	1	42.99
527	LON	SLOAN	253 SHADY BIRCH PLACE	Marshville	NY	13317	0	41494	96.33	83621	1920	5	1200-KBU	1	20.99
528	ANTOINE	HURD	1086 ALPENHORN AVENUE	Macy	IN	46951	33.17	41439	17.99	84191	1385	1	2262-NBI	1	17.99
529	LAWRENCE	ASH	105 GILL WAY	East Shoals	IN	47581	618.58	41527	171.73	84276	2229	2	3161-XJS	3	38.99
530	EDNA	ARROYO	842 EAST HENKINS ROAD	Calvary	GA	31729	410.45	41561	120.12	84106	2545	2	6109-ZZO	3	32.89
531	EMMITT	THORPE	1987 EAST LOOP ROAD	Perkinsville	VT	5151	19.99	41416	19.99	83936	1165	1	7658-HCW	1	19.99
532	MADONNA	SHELTON	679 MOUNT MC KINLEY VIEW DRIVE	North Miami	FL	33169	2228.41	41505	272.27	83878	2025	3	2384-PGY	5	29.99
533	NATHANAEL	BRUNER	327 NEWCASTLE WAY	Sunapee	NH	3782	0	41475	293.79	83964	1732	6	2129-BCP	5	7.99
534	INDIA	KRAMER	728 CURLEW CIRCLE	Joliett	PA	17981	0	41501	206.49	84134	1986	4	1078-QXL	1	14.59
535	JULIO	BRITT	692 CHILKAT COURT	Cross Fork	PA	17729	0	41522	116.45	83734	2183	1	1074-VVJ	5	23.29
536	TAYLOR	BAXTER	750 PUSSYWILLOW STREET	Huntington	WV	25721	715.04	41604	365.81	84420	2971	6	5595-NYE	2	23.99
537	BERT	ROBERSON	1482 LAURA LEE CIRCLE	Alpha	NJ	8865	1407.04	41647	191.33	83993	3379	2	2611-QYG	5	31.99
538	CHIQUITA	CALDWELL	1501 BRIGGS COURT	Normal	AL	35762	1456.9	41420	143.9	84078	1199	3	3061-DOI	4	5.59
539	WILFORD	HINTON	1688 NORM CIRCLE	Bowling Green	IN	47833	2416.15	41641	569.19	84078	3322	6	7316-MQD	3	12.99
540	INGE	SAENZ	534 MINERAL CIRCLE	Abbot Village	ME	4406	772.74	41628	116.55	83792	3199	2	5602-QBF	2	4.29
541	CLIFTON	GIBBONS	1990 UPPER TULWAR LOOP	Roseland	IN	46637	443.5	41556	264	84134	2500	5	2233-GJH	1	23.29
542	SAMMY	SALTER	128 KNOLL CIRCLE	Philadelphia	PA	19123	428.34	41464	217.06	83649	1621	5	1663-CDD	2	23.29
543	KRISTEN	FERNANDEZ	735 STEPHAN VALLEY DRIVE	Hardwick	GA	31034	2754.39	41586	186.61	83734	2790	4	7658-HCW	2	19.99
544	DEB	HOLMAN	1598 CHEROKEE COURT	Glens Falls	NY	12801	0	41655	61.83	83565	3449	2	7179-YXG	4	12.99
545	BOBBY	SHEARER	1921 WOODS POINTE CIRCLE	Big Springs	OH	43347	425.9	41543	414.91	84334	2375	6	8909-SPD	5	15.79
546	DEANDRE	JAMISON	1571 HANES STREET	Miami	FL	33169	2980.01	41532	280.44	84392	2279	5	9858-XUM	5	14.59
547	LASHANDA	MULLER	1085 ECHO DRIVE	Jackson	MS	39215	0	41534	229.96	83850	2292	6	2996-VMO	2	23.59
548	HOUSTON	HAWKINS	1522 NORTH KLATT ROAD	Saint Marys	IN	46818	0	41521	570.07	84334	2171	6	4241-UOF	3	13.59
549	RODRIGO	OBRIEN	499 CEDAR WOODS CIRCLE	North Valley Stream	NY	11580	677.45	41556	269.9	84078	2502	4	2611-QYG	5	31.99
550	PATRICA	RYAN	359 UPPER LOWLAND AVENUE	Hillsboro	OH	45133	0	41609	177.86	84248	3011	4	4153-VMO	5	17.79
551	DOREEN	HANLEY	90 WHITE DRIVE	Strongs	MS	39730	1077	41583	386.89	83621	2758	4	5541-HST	1	32.99
552	SCOTT	GOODRICH	486 HAMMOND ROAD	Colonial Bch	VA	22443	0	41566	53.97	84276	2602	1	2262-NBI	3	17.99
553	JAYME	LOCKWOOD	194 GROUSE DRIVE	Conklin	MI	49403	0	41478	220.79	84106	1761	4	9413-EHI	3	12.29
554	JAMAL	CROWDER	776 CAREER CENTER DRIVE	Bristol	CT	6010	0	41606	76.36	84163	2984	2	3701-YAW	3	20.59
555	JERALD	PRICE	819 LEGACY DRIVE	Killingly	CT	6239	904.9	41620	124.29	84219	3115	6	9234-WCQ	1	13.99
556	LINNEA	HATFIELD	1743 MESA PLACE	Dayville	CT	6241	0	41553	262.43	84078	2464	6	4431-LGU	1	11.49
557	ANGEL	PONCE	1895 MINNESOTA SB OFF DIMOND RAMP	Cedar Mountain	NC	28718	1720.74	41624	167.2	83593	3165	3	5659-BFS	5	17.29
558	STEPHENIE	MCKENZIE	1039 DELAWARE PLACE	Wilkes Barre	PA	18763	0	41471	215.73	84248	1698	3	6109-ZZO	2	32.89
559	RUBY	MCMILLAN	266 OLIVIA DRIVE	Ridgemede	IN	47401	440.93	41500	356.98	83763	1970	5	6858-EJW	3	10.99
560	ALIDA	ROMAN	1769 SOUTHPARK LOOP	Pittsburgh	PA	15226	0	41590	239.29	83792	2824	5	4260-FGB	4	15.59
561	LENARD	MEAD	252 KINGSTON DRIVE	Canaan	IN	47224	0	41614	19.99	84106	3056	1	7658-HCW	1	19.99
562	AMBROSE	HAMPTON	1605 DAVID LANE	Essex	MD	21221	419.1	41601	225.31	84134	2933	4	6626-ROK	4	13.59
563	ADELAIDA	FOOTE	1354 HOLLYBERRY CIRCLE	Columbus	OH	43291	0	41437	164.95	83649	1366	1	9292-RQZ	5	32.99
564	FERN	PALMER	501 LYVONA LANE	Brant Beach	NJ	8008	463.09	41453	126.24	84021	1516	2	2200-DAI	3	7.59
565	ASHTON	JOHNSTON	1489 TRAPPERS TRAIL ROAD	Fairfield	TN	38558	604.98	41504	168.11	84078	2016	5	9234-WCQ	1	13.99
566	ENRIQUETA	PENDLETON	424 CHILTON DRIVE	Nutting Lake	MA	1865	0	41597	198.56	83537	2896	5	1336-FVM	4	23.29
567	JOLEEN	DELEON	1438 KAILYARD STREET	Senoia	GA	30276	0	41427	163.01	84049	1273	5	2379-PCX	2	13.59
568	TAWANNA	ARREDONDO	1317 WESLEYAN DRIVE	Trout Dale	VA	24378	101.89	41427	101.89	84219	1275	4	2231-OXK	2	7.59
569	ROWENA	TANNER	1728 SUNSET BEND CIRCLE	Shimpstown	PA	17236	0	41583	196.48	83734	2752	5	4241-UOF	5	13.59
570	SHEILA	PHELPS	1370 OWHAT CIRCLE	Pittsgrove	NJ	8318	0	41629	102.95	84364	3207	1	2553-FSW	5	20.59
571	JUSTIN	YANG	722 CUTWATER COURT	Leonardtown	MD	20697	1525.82	41600	181.12	83878	2926	4	4491-GNC	3	21.99
572	CAROLE	DREW	846 IRONWOOD PLACE	Tell City	IN	47586	0	41431	462.35	83906	1308	6	9688-ZUX	5	12.99
573	HAL	WILLARD	908 SARA LYNN PLACE	East Falmouth	MA	2536	754.32	41439	291.51	83705	1387	6	8400-JDC	3	14.99
574	ROSALBA	STERN	1910 ASHLEY CIRCLE	Kennett Square	PA	19348	0	41548	208.09	83906	2423	4	5516-FYH	2	21.99
575	CHEYENNE	PECK	245 MARLOWE AVENUE	Wellesley	MA	2181	475.15	41548	96.56	83763	2429	2	9838-FUF	3	29.99
576	MODESTA	FRAZIER	1264 CRESCENT DRIVE	Neptune	NJ	7754	0	41529	88.91	83677	2249	4	5140-RTG	2	19.99
577	NADINE	GIBSON	622 SUNDI WAY	Harrington	ME	4643	5.59	41429	5.59	84021	1290	1	3503-FGI	1	5.59
578	CARLOS	MCGEE	1667 GIBSTAY CIRCLE	Glenmoore	PA	19343	2714.93	41507	250.08	84021	2040	4	9272-LTP	2	13.29
579	LATOYA	MEDEIROS	1610 EAST 35TH AVENUE	Grand Rapids	MI	49518	1172.43	41624	249.88	83509	3162	5	6033-YFY	5	29.99
580	ALANNA	BAUER	1613 LEXINGTON AVENUE	Faxon	PA	17701	416.98	41648	327.03	84219	3392	6	5155-YQL	3	38.99
581	BONITA	BEAVER	1715 LORETTA PLACE	Indianapolis	IN	46283	0	41652	255.15	83936	3426	5	8338-JZU	5	17.99
582	MERCEDES	PETTY	1589 WINSTON PLACE	Princeville	NC	27886	449.88	41546	98.86	84106	2402	2	6116-NQU	3	21.99
583	LAWERENCE	REDMOND	287 TALISMAN ROAD	Stephentown	NY	12169	2258.7	41430	311.7	84364	1302	4	5508-OUB	4	35.99
584	DORTHA	WYNN	596 WASHINGTON CIRCLE	New Haven Jct	VT	5472	44.37	41448	21.98	83936	1471	1	5587-PIP	2	10.99
585	LORRAINE	HANNAH	173 LAUREL STREET	Orange Beach	AL	36561	0	41639	113.87	83993	3302	4	4667-JLN	2	3.49
586	KYLA	DAVID	1296 GREEN DRIVE	Burlingham	NY	12722	819.36	41435	300.34	83705	1354	5	6249-NDN	2	22.59
587	FREDDIE	KELLY	420 WEST 17TH AVENUE	Hazlehurst	GA	31539	0	41431	191.69	83763	1315	3	2200-DAI	3	7.59
588	IDELLA	BRANTLEY	1362 WATERS DRIVE	Gateway Shopping Center	IN	47374	810.77	41555	10.99	83850	2484	1	5587-PIP	1	10.99
589	MARGARETTE	GAY	5 TELDER STREET	Cushing Island	ME	4109	0	41606	181.72	83964	2983	3	7538-ITC	3	8.99
590	LORENZO	MCCULLOUGH	1317 ZODIAK DRIVE	Miquon	PA	19452	2479.63	41457	338.65	83906	1555	5	6249-LYB	4	11.99
591	TILLIE	MCGOWAN	152 GROH STREET	East Hartford	CT	6138	0	41564	154.31	84049	2582	3	9138-QCV	3	21.59
592	VALENTINE	ABEL	1407 CORONA CIRCLE	Coburn	PA	16832	0	41432	69.98	84276	1327	1	8821-DDM	2	34.99
593	BETTINA	FRASER	1418 NEPTUNE COURT	Alpha	NJ	8865	302.03	41640	283.56	84392	3318	5	5587-MNY	1	14.69
594	DOTTIE	HEALY	1427 BONNIE WAY	Muddy Creek Forks	PA	17302	0	41560	284.4	84306	2539	2	1433-MMY	5	23.99
595	MARLON	ROSEN	1399 COTTONWOOD STREET	Norris	TN	37828	752.73	41598	291.88	84021	2909	3	8685-REM	4	19.99
596	GLADYS	DONALDSON	82 DONINGTON DRIVE	Water Valley	KY	42085	471.59	41638	193.89	84191	3293	4	4583-VCR	3	34.49
597	FANNY	COVINGTON	115 COURAGE DRIVE	Bausman	PA	17504	0	41479	35.99	84021	1771	1	2699-GNS	1	35.99
598	EVELIA	OSBORN	1750 CHUGACH VIEW DRIVE	Arlington	VA	22214	749.21	41610	384.38	83537	3025	5	9702-WFX	2	35.49
599	META	MILTON	1781 EAST 75TH AVENUE	Newport	RI	2841	142.27	41622	31.78	83936	3136	1	5794-JGQ	2	15.89
600	DEBBIE	CHEN	1331 CHANDALAR STREET	Warren	NY	13439	67.13	41435	67.13	84392	1346	2	9671-NYZ	2	14.59
601	LON	ACEVEDO	1549 DOWNHILL CIRCLE	Eagle Lake	FL	33839	348.23	41593	333.64	84078	2855	4	2996-VMO	5	23.59
602	LENORA	TRAN	1907 BONANZA DRIVE	Whitney	MS	38737	1293.01	41568	102.72	83593	2625	2	8523-UCB	3	21.59
603	FRANCIS	DOLAN	1611 HALE COURT	Poquonock	CT	6064	0	41435	93.44	83964	1352	2	5250-JDL	1	13.99
604	KEVIN	RUBIN	837 TAYSHEE CIRCLE	Chas	SC	29408	262.06	41436	262.06	84306	1357	6	1854-AFJ	1	22.59
605	JACKIE	PEARCE	1916 NICKELL CIRCLE	West Mansfield	OH	43358	311.45	41507	196.9	83649	2043	5	4045-HUC	4	29.99
606	OMA	HOLLOWAY	1813 RAVEN CREST CIRCLE	Wallace	SC	29596	512.18	41515	306.32	83792	2119	5	7158-LJP	2	11.99
607	MADGE	BEARD	711 DON CIRCLE	Graceland Hts	IN	47346	0	41527	45.57	83763	2233	2	8894-LUR	1	13.99
608	HATTIE	WILEY	1521 BRIDLE LANE	New Baltimore	OH	45030	0	41438	61.16	84306	1371	2	2932-PBS	2	13.59
609	HENRY	WOOD	578 UNION SQUARE DRIVE	Silver Spring	MD	20990	1163.84	41639	236.5	84134	3307	4	3503-FGI	1	5.59
610	SAMMIE	MAYER	1105 STOWE CIRCLE	Woodcliff	NJ	7047	214.72	41629	115.01	84364	3205	3	9336-MHC	4	11.99
611	LUCIEN	SHAFER	1772 BUTTRESS HAUL ROAD	Artie	WV	25008	0	41438	188.92	83537	1379	3	6865-HAO	3	38.99
612	NICOLETTE	EVERETT	688 GREENSCREEK CIRCLE	Nashville	TN	37238	1488.18	41498	250.44	84219	1954	6	2407-SUX	5	9.89
613	HOWARD	LEBLANC	1914 SNOWMASS CIRCLE	Jetson	KY	42252	180.36	41439	180.36	83792	1389	6	2379-PCX	2	13.59
614	DEANGELO	CARTER	145 HANSA ROSE CIRCLE	Merion	PA	19066	192.31	41440	192.31	84078	1397	3	3754-MAK	2	21.99
615	VALERIA	POTTS	946 PADDOCK LANE	Rectortown	VA	22140	3073.44	41654	116.92	83936	3437	2	4912-YXS	3	12.99
616	JUNIOR	GOMES	521 THOMAS ROAD	Newbern	TN	38059	257.9	41441	257.9	84021	1401	5	1504-LVK	3	21.99
617	CESAR	TALLEY	1936 GENNY CIRCLE	Ben Avon Heights	PA	15202	0	41572	106.47	84248	2661	1	9702-WFX	3	35.49
618	ANITA	GUERRA	287 KIMBERLY DRIVE	Berwick	OH	44853	700.63	41554	436.75	84276	2482	5	7804-ZVW	1	15.59
619	CLARENCE	SPICER	63 KEPNER DRIVE	Tasley	VA	23441	0	41441	107.95	83649	1405	1	5379-BLX	5	21.59
620	KYLA	THORNE	991 SCHNEITER CIRCLE	Bangor	NY	12966	711.91	41460	207.97	83509	1582	4	2233-GJH	3	23.29
621	JAMEY	BONNER	995 GLADE PLACE	Fayetteville	NC	28307	450.72	41457	129.96	83734	1556	2	7316-MQD	1	12.99
622	DEE	GOMES	1981 GUNWALE CIRCLE	Modoc	SC	29838	753.39	41600	289.88	83705	2925	4	6488-MIG	5	43.99
623	IMELDA	CONKLIN	180 CHAFFEE CIRCLE	Lyndon Corners	VT	5849	0	41442	135.15	83993	1413	2	2351-WVS	3	29.99
624	LUCIANO	JUDD	488 PAWN PLACE	Green Village	NJ	7935	211.87	41442	211.87	83537	1414	4	6596-HOO	4	9.99
625	RACHEL	AVERY	1935 NEWELL STREET	Goss Heights	MA	1050	1745.09	41570	307.71	84334	2637	6	2496-QMW	1	38.99
626	ARMAND	CARPENTER	101 KENTLY COURT	Chicopee Center	MA	1013	0	41442	87.96	83705	1418	1	5516-FYH	4	21.99
627	ADA	PENN	1224 CHABLIS CIRCLE	Glenelg	MD	21737	579.42	41542	107.96	83878	2370	2	7231-UES	3	23.99
628	KIM	BROWNE	1178 DIVISION STREET	Coral Gables	FL	33156	106.9	41443	106.9	83936	1421	3	8988-FDW	5	11.99
629	ROXIE	MOSLEY	1700 GEESE CIRCLE	Camden	ME	4847	0	41453	214.52	83993	1523	3	7883-NLQ	1	12.59
630	MARYLIN	STANTON	1812 RAYMOND AVENUE	Jackson	MI	49201	639.58	41593	327.95	84334	2863	6	1010-MIW	2	21.99
631	CARRIE	FONTENOT	1261 HAMMOND AVENUE	Friendship	NC	27410	466.21	41571	234.41	84134	2650	6	5734-BGX	3	16.99
632	JOLENE	KRAUSE	1687 PONDS CIRCLE	Lloyd	NY	12528	0	41492	78.73	84392	1896	2	2932-PBS	3	13.59
633	ALECIA	WISE	580 EAST 55TH AVENUE	Orange	PA	17859	281.39	41559	127.9	83537	2528	3	2407-SUX	4	9.89
634	RICH	DOW	1700 HUCKLEBERRY STREET	Oak Ridge	TN	37831	0	41496	349.91	83820	1942	6	8338-JZU	3	17.99
635	LINNEA	LAY	90 EASTRIDGE DRIVE	Canton	OH	44798	0	41444	416.62	83964	1439	5	4045-HUC	3	29.99
636	STEVE	SAMS	1506 BOOTLEGGER COVE DRIVE	Irving	NY	14081	809.74	41542	253.09	83565	2366	3	1010-MIW	5	21.99
637	SHANA	BACON	1333 BAY CIRCLE	Cateechee	SC	29667	0	41582	118.94	84219	2745	3	2996-VMO	1	23.59
638	FREDERICK	DUTTON	1705 NORTON DRIVE	Oxford	MS	39638	548.5	41528	203.87	84219	2238	4	8894-LUR	2	13.99
639	EMILY	DODSON	703 BUCCANEER PLACE	Levant	ME	4456	72.29	41497	199.92	84078	1944	2	1504-LVK	5	21.99
640	PHIL	BOWMAN	166 MOUNTAIN POINT CIRCLE	Creighton	PA	15030	0	41590	81.55	83677	2833	3	4260-FGB	1	15.59
641	ELENA	HART	867 LUCERN AVENUE	Farmington Hills	MI	48331	0	41518	109.11	83565	2138	4	2932-PBS	5	13.59
642	JENNA	WEISS	716 PATTERSON COURT	Trout Lake	MI	49793	0	41653	73.98	83649	3429	1	3716-WZD	2	36.99
643	NINA	ALLEN	680 RED TALON DRIVE	Robertsdale	AL	36574	0	41446	11.99	83621	1451	1	1143-RGX	1	11.99
644	MERVIN	HUDSON	1272 GOOSE LAKE DRIVE	Milton	FL	32572	0	41446	393.91	83593	1452	6	9272-LTP	5	13.29
645	FERDINAND	WHALEN	1334 FYFE CIRCLE	Penn Avon	PA	17870	0	41446	119.95	84191	1453	1	1433-MMY	5	23.99
646	XIOMARA	HAINES	1515 FARPOINT DRIVE	Summertown	TN	38483	2320.26	41623	109.94	84306	3145	2	7258-HCV	2	10.99
647	ROSARIO	ROSADO	656 MINERVA WAY	Shulls Mills	NC	28607	0	41611	257.94	83878	3037	2	3161-XJS	5	38.99
648	DELOIS	DUNHAM	191 DEBORAH LANE	Augusta	GA	30919	0	41647	266.02	84078	3378	6	2870-QZR	2	32.99
649	ADAM	BELANGER	474 EAST 10TH AVENUE	Fort Meade	MD	20755	247.66	41458	89.94	83850	1565	2	4241-UOF	2	13.59
650	KRISTAL	JEFFERS	1328 ORIOLE DRIVE	Railroad	PA	17355	29.98	41448	29.98	84219	1468	1	9191-NGA	2	14.99
651	ERASMO	ARELLANO	1277 SELKIRK DRIVE	Suwanee	FL	32692	528.89	41481	30.36	83649	1790	1	2200-DAI	4	7.59
652	ELEANORE	MCMULLEN	697 DUNLAP AVENUE	Gastonia	NC	28052	0	41448	145.72	83677	1473	3	2896-OZJ	4	23.99
653	ANGELA	PONCE	494 PLACE STREET	Wilton	NH	3086	0	41576	110.55	83936	2695	2	9288-IRF	1	14.59
654	LAWRENCE	GALLAGHER	1337 WILLIS DRIVE	Pleasant Gdns	NC	27313	1631	41548	491.37	83565	2428	6	5496-MRA	4	28.49
655	IONE	FERNANDEZ	842 BETULA DRIVE	Sandgap	KY	40481	355.53	41526	87.98	83565	2215	1	7224-FEU	2	43.99
656	NANCY	CORBIN	807 EAST WHITNEY ROAD	Fairmont	NC	28340	572.95	41598	193.91	84248	2902	2	6033-YFY	5	29.99
